Time (ms) ,x-axis acceleration,y-axis acceleration,z-axis acceleration,x-axis gyroscope,y-axis gyroscope,z-axis gyroscope,x-axis magnetometer,y-axis magnetometer,z-axis magnetometer
0,8.62207,0.010325014,0.010325014,-0.42682928,-1.6463414,0.73170733,-54.000004,-20.400002,-22.2
10,8.566985,0.010259049,0.010259049,-0.9756098,-2.012195,0.9756098,5.4,-48.0,17.400002
20,8.509504,0.010190215,0.010190215,-1.1585366,-2.012195,0.79268295,5.4,-47.4,16.2
30,8.447234,0.010115646,0.010115646,-0.91463417,-2.1341465,1.0365853,6.6000004,-47.4,17.400002
40,8.411309,0.010072625,0.010072625,-1.097561,-2.0731707,0.91463417,6.6000004,-48.600002,17.400002
50,8.4304695,0.01009557,0.01009557,-0.79268295,-1.8902439,0.85365856,5.4,-47.4,17.400002
60,8.447234,0.010115646,0.010115646,-0.6707317,-2.0731707,0.73170733,6.6000004,-48.600002,16.800001
70,8.466394,0.010138591,0.010138591,-0.6707317,-2.1341465,0.42682928,6.0,-49.2,18.0
80,8.495134,0.010173007,0.010173007,-0.6707317,-2.2560976,0.5487805,4.8,-48.0,17.400002
90,8.547825,0.010236104,0.010236104,-0.85365856,-2.5609756,0.06097561,6.0,-48.0,17.400002
100,8.528665,0.01021316,0.01021316,-1.0365853,-2.7439024,0.36585367,6.6000004,-46.800003,18.0
110,8.5119,0.010193083,0.010193083,-1.2195122,-2.378049,0.12195122,6.6000004,-48.600002,18.0
120,8.475974,0.010150062,0.010150062,-1.097561,-2.5609756,0.4878049,6.0,-49.2,17.400002
130,8.456815,0.010127119,0.010127119,-1.4634147,-2.682927,0.24390244,7.2000003,-49.2,17.400002
140,8.425679,0.010089833,0.010089833,-1.1585366,-2.2560976,0.36585367,6.0,-48.0,15.6
150,8.449629,0.010118513,0.010118513,-1.0365853,-2.0731707,0.4878049,6.6000004,-47.4,16.800001
160,8.464,0.010135722,0.010135722,-0.85365856,-1.6463414,0.6707317,6.6000004,-48.0,16.800001
170,8.466394,0.010138591,0.010138591,-1.0365853,-2.1341465,0.6097561,5.4,-48.600002,17.400002
180,8.51669,0.01019882,0.01019882,-1.402439,-2.5609756,0.6097561,6.0,-47.4,17.400002
190,8.466394,0.010138591,0.010138591,-1.8292683,-2.8658538,0.79268295,6.6000004,-48.0,16.800001
200,8.449629,0.010118513,0.010118513,-2.195122,-2.6219513,0.73170733,5.4,-48.600002,17.400002
210,8.440049,0.010107041,0.010107041,-2.1341465,-2.5,0.12195122,7.2000003,-48.600002,17.400002
220,8.475974,0.010150062,0.010150062,-1.8292683,-2.682927,0.42682928,5.4,-47.4,16.2
230,8.461604,0.010132854,0.010132854,-1.5243902,-2.4390244,0.6097561,6.6000004,-49.2,17.400002
240,8.464,0.010135722,0.010135722,-1.2804878,-2.1341465,0.9756098,7.2000003,-48.0,17.400002
250,8.461604,0.010132854,0.010132854,-1.7073171,-2.5,1.2195122,5.4,-48.0,16.800001
260,8.47837,0.010152931,0.010152931,-1.9512196,-2.5609756,1.1585366,7.2000003,-48.600002,16.800001
270,8.449629,0.010118513,0.010118513,-2.804878,-2.317073,1.402439,6.0,-46.800003,17.400002
280,8.432864,0.010098438,0.010098438,-2.682927,-2.804878,1.2804878,5.4,-48.0,18.6
290,8.420889,0.010084097,0.010084097,-2.9268293,-2.804878,0.6707317,6.0,-47.4,16.800001
300,8.452024,0.010121382,0.010121382,-2.9268293,-2.7439024,0.5487805,6.6000004,-49.800003,17.400002
310,8.4448395,0.010112778,0.010112778,-2.5609756,-2.7439024,0.79268295,6.0,-49.2,16.800001
320,8.411309,0.010072625,0.010072625,-2.195122,-2.5609756,0.42682928,6.0,-48.0,18.6
330,8.392149,0.010049681,0.010049681,-2.012195,-2.378049,0.18292683,5.4,-49.800003,16.2
340,8.380174,0.010035341,0.010035341,-1.7073171,-2.317073,0.24390244,7.2000003,-48.600002,16.800001
350,8.341853,0.009989451,0.009989451,-1.3414634,-1.9512196,0.42682928,5.4,-49.2,18.0
360,8.387359,0.010043944,0.010043944,-1.5243902,-1.8902439,0.5487805,6.0,-48.600002,16.2
370,8.449629,0.010118513,0.010118513,-1.402439,-1.9512196,0.73170733,6.6000004,-48.600002,16.800001
380,8.468789,0.010141458,0.010141458,-0.9756098,-2.1341465,1.0365853,4.8,-48.0,15.000001
390,8.475974,0.010150062,0.010150062,-0.5487805,-2.0731707,0.73170733,6.0,-48.600002,17.400002
400,8.514295,0.010195951,0.010195951,-0.85365856,-2.012195,1.097561,6.6000004,-49.2,16.800001
410,8.49753,0.010175875,0.010175875,-1.1585366,-2.012195,0.91463417,6.0,-49.2,16.800001
420,8.466394,0.010138591,0.010138591,-1.8902439,-1.8292683,0.6097561,5.4,-49.2,16.2
430,8.394544,0.010052549,0.010052549,-1.8292683,-2.0731707,0.73170733,6.6000004,-47.4,16.800001
440,8.394544,0.010052549,0.010052549,-1.2804878,-1.8292683,0.6707317,6.6000004,-48.0,16.2
450,8.341853,0.009989451,0.009989451,-0.4878049,-1.6463414,0.5487805,6.6000004,-48.0,18.0
460,8.361013,0.010012396,0.010012396,0.6097561,-1.2804878,0.85365856,6.0,-49.2,16.2
470,8.423284,0.010086965,0.010086965,1.2804878,-0.9756098,0.79268295,5.4,-48.600002,17.400002
480,8.435259,0.010101305,0.010101305,1.402439,-0.91463417,0.6097561,6.6000004,-48.0,18.0
490,8.449629,0.010118513,0.010118513,1.2804878,-0.4878049,0.6097561,7.2000003,-48.0,18.0
500,8.456815,0.010127119,0.010127119,1.2195122,-1.1585366,0.73170733,5.4,-48.0,16.2
510,8.452024,0.010121382,0.010121382,0.73170733,-0.9756098,0.73170733,6.6000004,-48.600002,18.0
520,8.418494,0.01008123,0.01008123,0.5487805,-0.91463417,0.91463417,6.0,-49.2,17.400002
530,8.389753,0.010046812,0.010046812,0.73170733,-1.0365853,0.9756098,6.0,-48.600002,16.800001
540,8.392149,0.010049681,0.010049681,1.097561,-0.6707317,1.1585366,4.8,-49.2,17.400002
550,8.4376545,0.010104174,0.010104174,1.7682927,-0.30487806,1.3414634,5.4,-49.2,18.6
560,8.499925,0.010178743,0.010178743,1.9512196,-0.24390244,0.9756098,6.0,-49.2,18.0
570,8.468789,0.010141458,0.010141458,2.2560976,-0.36585367,0.9756098,6.6000004,-49.800003,17.400002
580,8.408914,0.010069757,0.010069757,2.317073,-0.36585367,0.79268295,6.0,-48.600002,17.400002
590,8.418494,0.01008123,0.01008123,2.5609756,0.06097561,0.6707317,6.6000004,-48.600002,17.400002
600,8.396939,0.010055417,0.010055417,2.682927,0.12195122,0.42682928,4.8,-48.0,17.400002
610,8.399334,0.010058285,0.010058285,2.682927,0.36585367,0.85365856,5.4,-48.600002,18.0
620,8.452024,0.010121382,0.010121382,2.4390244,0.18292683,0.6097561,7.2000003,-48.600002,16.800001
630,8.533455,0.010218896,0.010218896,1.3414634,-0.06097561,0.73170733,6.0,-47.4,16.800001
640,8.487949,0.010164402,0.010164402,0.4878049,-0.6707317,0.9756098,6.6000004,-49.2,18.0
650,8.53106,0.010216028,0.010216028,-0.4878049,-1.0365853,0.9756098,6.0,-48.600002,17.400002
660,8.557405,0.010247577,0.010247577,-1.097561,-1.2804878,0.91463417,6.0,-48.0,16.2
670,8.566985,0.010259049,0.010259049,-1.2195122,-1.5853659,1.097561,5.4,-49.2,16.800001
680,8.56459,0.0102561815,0.0102561815,-1.0365853,-1.5243902,0.91463417,6.6000004,-48.600002,15.6
690,8.741821,0.010468417,0.010468417,-1.097561,-1.402439,0.91463417,6.6000004,-48.600002,18.0
700,8.813672,0.010554459,0.010554459,-1.1585366,-1.5853659,0.18292683,5.4,-48.0,16.800001
710,8.698711,0.010416793,0.010416793,-0.24390244,-1.3414634,-0.06097561,6.0,-48.0,17.400002
720,8.641231,0.010347959,0.010347959,0.30487806,-0.6707317,-0.18292683,6.0,-48.600002,17.400002
730,8.703502,0.010422529,0.010422529,0.6707317,-0.73170733,-0.12195122,5.4,-48.600002,16.800001
740,8.708291,0.010428264,0.010428264,0.36585367,-0.9756098,0.5487805,6.0,-49.800003,18.0
750,8.674761,0.010388112,0.010388112,-1.1585366,-2.012195,0.85365856,5.4,-48.600002,16.800001
760,8.825647,0.010568799,0.010568799,-4.3292685,-2.9268293,1.0365853,4.8,-48.600002,17.400002
770,9.05557,0.010844134,0.010844134,-9.02439,-5.365854,0.4878049,6.6000004,-48.600002,17.400002
780,9.465117,0.011334571,0.011334571,-15.182927,-9.085366,-0.12195122,5.4,-49.2,16.800001
790,9.994417,0.011968412,0.011968412,-23.658537,-13.719513,-1.7682927,6.6000004,-48.600002,18.0
800,10.38241,0.012433038,0.012433038,-30.914635,-20.121952,-4.756098,6.0,-48.0,17.400002
810,10.298584,0.0123326555,0.0123326555,-37.19512,-27.37805,-7.3170733,6.6000004,-49.800003,18.0
820,10.126143,0.012126156,0.012126156,-42.987804,-34.69512,-8.47561,7.2000003,-49.2,16.800001
830,10.075848,0.012065927,0.012065927,-48.414635,-42.012196,-9.207317,7.2000003,-48.600002,15.000001
840,10.267449,0.012295372,0.012295372,-53.475613,-49.32927,-9.146341,7.8,-50.4,16.2
850,10.99314,0.013164394,0.013164394,-60.0,-58.65854,-11.036586,7.2000003,-49.800003,16.800001
860,11.982284,0.014348902,0.014348902,-65.60976,-72.256096,-12.560976,7.8,-48.600002,16.800001
870,12.140354,0.014538193,0.014538193,-72.743904,-87.743904,-14.573171,7.8,-51.000004,15.6
880,11.690091,0.013998999,0.013998999,-81.82927,-100.243904,-19.146341,7.8,-50.4,15.6
890,11.282937,0.013511428,0.013511428,-90.60976,-109.87805,-23.414635,8.400001,-49.800003,15.000001
900,10.94524,0.0131070325,0.0131070325,-94.20732,-116.89024,-26.890245,9.6,-51.000004,13.8
910,10.741663,0.012863247,0.012863247,-91.951225,-121.46342,-27.682928,9.0,-50.4,12.0
920,10.820699,0.012957893,0.012957893,-85.060974,-124.451225,-27.073172,8.400001,-51.000004,12.0
930,11.081756,0.013270511,0.013270511,-74.939026,-128.47562,-25.609756,10.200001,-52.2,12.0
940,11.239827,0.013459804,0.013459804,-65.121956,-134.08537,-25.0,10.200001,-51.000004,11.400001
950,11.242222,0.013462671,0.013462671,-56.28049,-140.42683,-23.963415,9.6,-51.600002,8.400001
960,11.175161,0.013382365,0.013382365,-48.048782,-146.89024,-23.47561,10.200001,-51.600002,8.400001
970,11.096126,0.013287719,0.013287719,-42.439026,-152.01219,-23.353659,10.8,-52.2,6.6000004
980,11.105706,0.013299192,0.013299192,-38.536587,-156.95122,-24.695122,12.6,-51.000004,6.6000004
990,11.278148,0.013505693,0.013505693,-35.73171,-161.34146,-26.219513,12.0,-52.2,4.8
1000,11.5751295,0.013861331,0.013861331,-33.35366,-167.13416,-28.780489,10.8,-51.000004,3.0
1010,11.934382,0.01429154,0.01429154,-33.65854,-172.80489,-30.853659,12.6,-51.600002,3.0
1020,12.418177,0.014870889,0.014870889,-35.0,-179.87805,-33.536587,12.0,-52.2,0.6
1030,12.616963,0.015108937,0.015108937,-37.682926,-187.2561,-37.317074,13.200001,-51.000004,-0.6
1040,12.360697,0.014802055,0.014802055,-40.548782,-194.69513,-41.890244,12.0,-50.4,-1.2
1050,11.910433,0.014262861,0.014262861,-41.768295,-200.30489,-47.2561,12.6,-50.4,-3.6000001
1060,11.63261,0.013930165,0.013930165,-41.95122,-204.2683,-52.80488,12.6,-51.000004,-6.0
1070,11.498489,0.013769554,0.013769554,-43.292683,-207.86586,-57.439026,12.6,-50.4,-7.8
1080,11.888878,0.014237048,0.014237048,-44.634148,-212.43903,-62.2561,13.8,-49.800003,-7.8
1090,12.264895,0.014687332,0.014687332,-49.817074,-219.39024,-67.19512,12.6,-49.2,-10.8
1100,12.0253935,0.014400527,0.014400527,-58.475613,-226.15854,-73.84147,12.6,-48.0,-12.0
1110,11.572735,0.013858464,0.013858464,-65.18293,-228.96342,-81.40244,12.0,-48.600002,-13.200001
1120,11.548784,0.013829783,0.013829783,-69.63415,-228.41464,-87.743904,11.400001,-48.0,-16.2
1130,11.915223,0.014268597,0.014268597,-70.73171,-229.39024,-93.17073,10.8,-48.600002,-16.800001
1140,11.819422,0.014153874,0.014153874,-70.121956,-232.0122,-99.939026,10.8,-48.600002,-18.0
1150,11.235037,0.013454067,0.013454067,-72.31708,-233.96342,-107.37805,9.0,-47.4,-20.400002
1160,10.717712,0.012834566,0.012834566,-77.07317,-233.35367,-114.81708,7.8,-46.2,-22.2
1170,10.578802,0.012668219,0.012668219,-80.48781,-231.15854,-122.743904,7.2000003,-45.600002,-23.400002
1180,10.468631,0.012536288,0.012536288,-83.78049,-229.87805,-130.18292,7.8,-44.4,-25.2
1190,10.164463,0.012172044,0.012172044,-89.268295,-228.10976,-136.95122,6.0,-43.2,-27.000002
1200,9.946517,0.011911051,0.011911051,-93.35366,-224.20732,-142.68294,3.6000001,-42.0,-28.2
1210,9.438772,0.0113030225,0.0113030225,-95.54878,-219.45122,-149.63416,3.6000001,-40.2,-28.800001
1220,8.935819,0.010700731,0.010700731,-95.060974,-212.07318,-154.20732,2.4,-38.4,-31.800001
1230,8.679551,0.010393848,0.010393848,-89.14635,-204.69513,-158.35367,1.8000001,-39.0,-33.0
1240,8.509504,0.010190215,0.010190215,-79.57317,-198.59756,-162.56097,-0.6,-37.800003,-34.2
1250,8.143066,0.009751402,0.009751402,-71.70732,-193.78049,-167.56097,-1.8000001,-36.600002,-33.600002
1260,7.5012016,0.008982763,0.008982763,-68.414635,-188.84146,-172.43903,-4.2000003,-35.4,-35.4
1270,6.672525,0.007990414,0.007990414,-69.45122,-182.43903,-177.13416,-5.4,-33.600002,-36.600002
1280,5.8917484,0.0070554265,0.0070554265,-71.585365,-173.41464,-179.63416,-6.0,-33.0,-36.0
1290,5.2738333,0.006315467,0.006315467,-70.73171,-164.45122,-179.81708,-9.0,-33.0,-36.600002
1300,5.0822315,0.006086022,0.006086022,-68.04878,-155.7317,-178.65854,-10.200001,-31.800001,-37.2
1310,5.216353,0.006246634,0.006246634,-62.317074,-147.43903,-178.90245,-12.0,-30.6,-37.800003
1320,5.3145485,0.006364224,0.006364224,-53.59756,-140.85367,-180.48781,-13.200001,-28.800001,-37.800003
1330,5.0702567,0.006071682,0.006071682,-49.085365,-137.2561,-181.03659,-14.400001,-30.000002,-37.2
1340,4.423601,0.005297306,0.005297306,-50.365856,-135.06097,-181.09756,-15.6,-27.6,-39.0
1350,3.1494508,0.0037714983,0.0037714983,-57.5,-133.59756,-181.82927,-16.800001,-27.6,-39.0
1360,1.6262183,0.0019474124,0.0019474124,-66.34146,-129.32927,-180.54878,-19.800001,-27.6,-39.0
1370,1.1855347,0.0014196895,0.0014196895,-77.86585,-120.73171,-177.37805,-21.6,-26.400002,-39.0
1380,1.8274,0.0021883294,0.0021883294,-88.84147,-113.90244,-178.04878,-23.400002,-24.6,-39.600002
1390,2.4189699,0.00289674,0.00289674,-96.64635,-110.73171,-183.78049,-24.6,-24.6,-39.0
1400,1.9950514,0.0023890936,0.0023890936,-101.951225,-107.37805,-189.69513,-26.400002,-24.6,-39.0
1410,1.0250684,0.0012275295,0.0012275295,-105.85366,-102.5,-193.53659,-27.6,-23.400002,-37.800003
1420,0.119750984,0.00014340298,0.00014340298,-106.46342,-95.60976,-193.65854,-30.000002,-23.400002,-37.2
1430,-0.79035646,-0.0009464596,-0.0009464596,-105.18293,-89.02439,-191.58537,-31.800001,-22.2,-36.600002
1440,-1.5567628,-0.0018642388,-0.0018642388,-104.5122,-82.68293,-186.15854,-33.600002,-22.2,-37.2
1450,-2.2776637,-0.0027275246,-0.0027275246,-103.53659,-74.69512,-180.30489,-35.4,-21.6,-34.800003
1460,-2.5866213,-0.0030975044,-0.0030975044,-100.67073,-66.097565,-174.0244,-37.2,-21.0,-34.2
1470,-2.5051906,-0.0029999902,-0.0029999902,-97.926834,-55.792683,-170.06097,-38.4,-19.800001,-34.800003
1480,-2.0501368,-0.002455059,-0.002455059,-95.18293,-48.292683,-170.7317,-39.600002,-20.400002,-34.800003
1490,-1.695674,-0.0020305861,-0.0020305861,-93.597565,-44.268295,-171.15854,-40.2,-19.800001,-33.0
1500,-2.090852,-0.0025038158,-0.0025038158,-93.53659,-43.23171,-168.65854,-42.600002,-20.400002,-32.4
1510,-2.9794044,-0.003567866,-0.003567866,-97.13415,-42.682926,-163.90244,-42.600002,-20.400002,-31.800001
1520,-3.6931202,-0.0044225478,-0.0044225478,-105.914635,-41.890244,-157.31708,-44.4,-19.2,-30.6
1530,-4.174519,-0.0049990276,-0.0049990276,-115.60976,-39.817074,-151.82927,-45.600002,-20.400002,-30.000002
1540,-4.4451566,-0.0053231185,-0.0053231185,-123.10976,-34.146343,-150.36586,-47.4,-21.6,-30.000002
1550,-4.687053,-0.0056127924,-0.0056127924,-124.20732,-26.40244,-151.34146,-48.0,-21.0,-27.6
1560,-4.9696655,-0.0059512234,-0.0059512234,-118.17074,-17.621952,-151.82927,-50.4,-21.6,-27.000002
1570,-5.2738333,-0.006315467,-0.006315467,-106.82927,-7.4390244,-150.06097,-51.000004,-19.800001,-26.400002
1580,-5.3959794,-0.006461738,-0.006461738,-94.7561,1.9512196,-146.40244,-51.000004,-21.6,-25.800001
1590,-5.4750147,-0.006556384,-0.006556384,-87.0122,8.231708,-141.21951,-52.800003,-22.800001,-25.2
1600,-5.455855,-0.0065334397,-0.0065334397,-83.65854,13.170732,-136.21951,-52.800003,-21.6,-24.6
1610,-5.3792143,-0.006441662,-0.006441662,-87.80488,14.695123,-133.10976,-54.600002,-22.800001,-24.6
1620,-5.5875807,-0.0066911825,-0.0066911825,-95.914635,16.463415,-132.43903,-55.2,-22.2,-23.400002
1630,-6.023474,-0.0072131697,-0.0072131697,-102.07317,18.414635,-133.78049,-56.4,-22.800001,-22.800001
1640,-6.3060865,-0.0075516007,-0.0075516007,-106.03659,20.731709,-133.53659,-57.000004,-24.0,-22.800001
1650,-6.6198344,-0.007927317,-0.007927317,-106.21951,23.90244,-131.03659,-57.600002,-23.400002,-21.0
1660,-7.0078273,-0.008391942,-0.008391942,-99.14635,29.512196,-128.2317,-58.800003,-25.2,-22.2
1670,-7.1227884,-0.008529609,-0.008529609,-88.90244,34.939026,-123.65854,-59.4,-24.0,-20.400002
1680,-6.998247,-0.00838047,-0.00838047,-77.13415,40.85366,-119.5122,-61.2,-25.2,-19.800001
1690,-6.871311,-0.008228462,-0.008228462,-63.414635,46.40244,-117.86586,-62.4,-25.800001,-21.0
1700,-7.0006423,-0.008383338,-0.008383338,-49.7561,51.95122,-118.35366,-62.4,-26.400002,-18.6
1710,-7.189849,-0.008609914,-0.008609914,-41.646343,58.35366,-119.02439,-63.600002,-28.2,-20.400002
1720,-7.1371584,-0.008546817,-0.008546817,-38.719513,61.82927,-123.35366,-63.600002,-29.400002,-20.400002
1730,-7.0126176,-0.008397679,-0.008397679,-43.475613,63.109756,-127.07317,-65.4,-27.6,-21.6
1740,-6.823411,-0.008171102,-0.008171102,-49.7561,66.03659,-131.46342,-66.600006,-30.6,-21.6
1750,-6.552774,-0.007847011,-0.007847011,-56.585365,67.68293,-135.24391,-66.600006,-30.6,-21.6
1760,-6.3947024,-0.007657719,-0.007657719,-60.060978,67.560974,-136.82927,-67.8,-31.800001,-21.6
1770,-6.67013,-0.007987546,-0.007987546,-59.02439,67.19512,-136.70732,-67.8,-32.4,-21.0
1780,-7.321575,-0.008767658,-0.008767658,-53.048782,69.085365,-135.36586,-70.200005,-32.4,-20.400002
1790,-7.431746,-0.008899589,-0.008899589,-47.37805,73.597565,-134.69513,-70.8,-34.800003,-22.2
1800,-7.031778,-0.008420623,-0.008420623,-42.2561,76.34147,-136.03659,-70.200005,-34.800003,-21.6
1810,-6.7874856,-0.0081280805,-0.0081280805,-41.52439,75.97561,-137.07318,-71.4,-35.4,-22.2
1820,-6.423443,-0.007692136,-0.007692136,-48.170734,74.268295,-139.45122,-72.600006,-34.800003,-22.800001
1830,-6.10251,-0.007307816,-0.007307816,-60.30488,69.69512,-142.98781,-73.8,-36.0,-23.400002
1840,-6.4090724,-0.007674927,-0.007674927,-73.71951,65.60976,-146.95122,-73.200005,-37.800003,-24.6
1850,-6.662945,-0.007978942,-0.007978942,-85.85366,64.39024,-148.78049,-74.4,-39.0,-22.800001
1860,-6.598279,-0.007901504,-0.007901504,-93.47561,66.03659,-151.21951,-75.0,-39.0,-23.400002
1870,-6.0114994,-0.0071988297,-0.0071988297,-100.30488,68.17073,-154.20732,-75.600006,-39.600002,-22.2
1880,-5.7696023,-0.0069091553,-0.0069091553,-103.35366,66.585365,-155.7927,-76.8,-39.600002,-23.400002
1890,-5.609136,-0.0067169955,-0.0067169955,-103.96342,65.243904,-154.51219,-76.200005,-40.800003,-22.2
1900,-5.8055277,-0.0069521763,-0.0069521763,-101.03659,57.621952,-141.82927,-76.200005,-42.600002,-22.2
1910,-5.8031325,-0.0069493083,-0.0069493083,-92.98781,52.621952,-133.53659,-77.4,-43.2,-23.400002
1920,-7.031778,-0.008420623,-0.008420623,-84.69512,51.341465,-129.69513,-78.0,-45.0,-22.800001
1930,-8.246053,-0.009874729,-0.009874729,-76.28049,57.37805,-125.243904,-78.600006,-44.4,-22.2
1940,-7.9562554,-0.009527694,-0.009527694,-69.81708,68.90244,-120.85366,-77.4,-46.800003,-22.2
1950,-6.696475,-0.008019094,-0.008019094,-61.52439,75.54878,-115.97561,-79.200005,-46.800003,-22.2
1960,-6.0019193,-0.007187357,-0.007187357,-55.243904,76.03659,-109.02439,-79.8,-47.4,-24.0
1970,-5.7145166,-0.0068431897,-0.0068431897,-47.80488,74.39024,-101.15854,-79.200005,-48.0,-24.6
1980,-5.3863993,-0.006450266,-0.006450266,-37.19512,69.87805,-92.19512,-80.4,-48.600002,-25.2
1990,-5.609136,-0.0067169955,-0.0067169955,-25.0,65.30488,-84.5122,-80.4,-50.4,-24.6
2000,-6.183941,-0.00740533,-0.00740533,-12.682927,62.68293,-76.95122,-79.200005,-50.4,-27.6
2010,-6.3899126,-0.0076519833,-0.0076519833,-2.8658538,62.865856,-70.914635,-80.4,-50.4,-27.000002
2020,-5.5253105,-0.0066166134,-0.0066166134,1.5853659,62.68293,-65.30488,-80.4,-51.600002,-28.2
2030,-4.8187795,-0.0057705357,-0.0057705357,3.5975611,59.268295,-59.69512,-81.0,-52.2,-27.000002
2040,-4.9145803,-0.0058852583,-0.0058852583,9.573171,54.939026,-52.439026,-81.0,-53.4,-30.000002
2050,-5.7839723,-0.0069263633,-0.0069263633,19.87805,50.548782,-43.536587,-80.4,-54.000004,-29.400002
2060,-6.7898808,-0.008130949,-0.008130949,30.609756,48.048782,-35.792683,-80.4,-54.000004,-29.400002
2070,-6.6365995,-0.007947393,-0.007947393,36.82927,45.243904,-29.512196,-81.600006,-54.000004,-30.6
